psraid	int_date	area	state	tz	cregion	fips	msa	usr	usr1	form	sex	q1	q2	q3	q4	q5f1	q6a	q6b	q6cf1	q6df1	q6ff2	q6gf2	q6h	thought	precinct	oftvote	planto1	scale10	q8	q8a	q9f1	q10f2	q12	q13	q14	q15	q16	q17	q20	q21	q24	q25	q26a	q26b	q26c	q26df1	q26ef1	q26ff1	q26gf1	q26hf1	q26if1	q26jf2	q26kf2	q26lf2	q26mf2	q26nf2	q26of2	q27a	q27b	q27c	q27df1	q27ef1	q27ff1	q27gf1	q27hf1	q27if1	q27jf1	q27kf2	q27lf2	q27mf2	q27nf2	q27of2	q27pf2	q27qf2	q29f1	q30f2	q31	q40	q41	q42	q42x	q43	q44f1	q45f2	q46	q50	q51	q52	q53	q55	q56	q58	q59	q61	q62f1	q63f2	q64	q65	q66a	q66b	q66c	age	educ	hisp	race	marital	parent	relig	born	attend	religos	income	regist	regicert	party	partystr	partyln	q67	q68	ideo	pvote04a	pvote04b	employ	ownrent	labor	zipcode	contact	name	website	q2_1	q2_2	q2_3	q2vb	q5f1_1	q5f1_2	q5f1_3	q5f1vb	recage2	density3	rbcounty	recage	receduc	racethn	weight	attempt	fcall	partyid	ideology	male	white	black	unemployed	union	Income	education	income_i	religattend	ginicnty05_09	pctwht0610cnty	totpop0610cnty	pctblk0610cnty	medhinc0610cnty	pkerry	pbush04	partyid_01	ideology_01	education_01	income_i_01	religattend_01	ginicnty05_09_01	totpop0610cnty_01	pctblk0610cnty_01	medhinc0610cnty_01	pbush_01	Age	Income_01	divided	hispanic	asian	gender
353	90706	205	1	"c"	3	1117	13820	"S"	2	1	1	1	1	1	2	1	1	9	1	3			1	1	1	1	1	10	1		4		1	1	1	1	1	9	3	1	1	9	1	1	1	1	1	1	1	1	1							1	1	1	1	1	3	1	1	1	1								1		2	1	1	1	2	1	9		9	1	1	2	9	1	1	1	2	2	1		9	1	2	2	1	80	6	2	1	1	2	1	2	2		8	1	1	1	1		1		1	1	1	3	1	4	35242			1	62	1		"terrorism economy"	10			"democrats kill a movie info terrorism pass laws try terrorist"	4	2	5	6	4	1	1.0975609756097562	1	60907	5.0	5.0	1.0	1.0	0.0	1.0	0.0	8.0	6.0	8.0	5.0	0.428	84.472534	187880	10.257079	68380	0.19	0.8	1.0	1.0	0.8333333	0.875	0.8	0.3359375	0.019135233	0.1406003	0.48748413	0.84415585	80.0	0.875	0.0	0.0	0.0	1.0
349	90706	205	1	"c"	3	1125	46220	"U"	1	1	2	2	1	2	2	1	2	2	2	3			2	3	1	1	1	10	2		2		2	1	2	2	2	2	2	1	2	2	1	1	1	1	2	1	1	1	1							3	2	2	9	9	2	2	2	2	2								2		3	9	1	1	3	2	1		2	3	3	2	1	1	2	2	2	2	2		9	3	3	3	3	53	3	2	2	2	2	1	1	1		3	1	1	2	1			3	1	1	9	1	1	4	35405			2	60	4		"WAR N IRAQ COST OF LIVING MINIMUM WAGE"	1			"THE WARTOO MUCH DEATH SHOULD BE HELPING US"	3	2	4	4	2	2	1.5609756097560976	1	60907	1.0	5.0	0.0	0.0	1.0	0.0	0.0	3.0	3.0	3.0	6.0	0.504	67.27305	188331	29.742315	42311	0.38	0.61	0.0	1.0	0.33333334	0.25	1.0	0.63281256	0.019181456	0.40769678	0.20438083	0.5974026	53.0	0.25	0.0	0.0	0.0	0.0
350	90706	205	1	"c"	3	1125	46220	"U"	1	1	2	2	1	2	2	1	2	4	4	2			1	3	1	2	1	8	2		4		2	2	2	1	2	2	2	1	2	1	2	1	2	2	1	2	1	1	1							2	2	2	2	2	2	2	2	2	1								2		3	2	2	2	4	2	1		2	3	3	2	1	2	4	2	2	1	4		1	3	1	1	3	21	5	2	1	5	2	1	1	2		6	1	1	2	1			1	3	1	2	1	1	4	35453			1	60			"THE WAR"	1			"THE WAR"	1	2	4	1	3	1	5.32	1	60907	1.0	3.0	0.0	1.0	0.0	0.0	0.0	6.0	5.0	6.0	5.0	0.504	67.27305	188331	29.742315	42311	0.38	0.61	0.0	0.5	0.6666667	0.625	0.8	0.63281256	0.019181456	0.40769678	0.20438083	0.5974026	21.0	0.625	0.0	0.0	0.0	0.0
917	91006	334	1	"c"	3	1131	0	"R"	3	2	1	2	1	1	1		1	1			1	1	3	1	1	1	1	10	2			2	1	2	1	1	2	2	2	1	3	1	1	3	3							1	1	2	1	1	3	2	2	2								1	2	2	2	2	2	2		2	1	2	2	2	4	1		1	2	3	2	1	2	2	3	1	2	1		2	1	3	3	3	1	53	3	2	2	1	1	1	1	3		2	1	1	3		2		1	3	1	2	3	1	4	36769	1	1	2	2			"THE JOBS"					3	1	1	4	2	2	2.048780487804878	3	60907	2.0	3.0	1.0	0.0	1.0	1.0	0.0	2.0	3.0	2.0	4.0	0.513	26.881453	12012	72.95205	23491	0.68	0.32	0.25	0.5	0.33333334	0.125	0.6	0.6679688	0.0011105782	1.0	0.0	0.2207792	53.0	0.125	1.0	0.0	0.0	1.0
1473	90906	928	4	"z"	4	4001	0	"R"	3	1	2	1	1	9	2	1	2	2	2	2			4	1	1	1	1	10	1		3		2	1	2	1	1	2	3	1	1	2	3	2	1	1	3	2	1	1	2							1	1	1	1	1	1	1	1	1	1								1		9	1	1	1	1	2	1		9	2	3	2	1	1	2	1	1	2	2		2	1	2	2	1	54	5	2	1	1	2	8		6	"SPIRITUALIST"	5	1	1	1	2		1		2	1	1	1	1	4	85924			1	77			"RESOLUTION IN THE MIDDLE EAST"	99				3	1	1	4	3	1	1.3170731707317074	6	60907	4.0	4.0	0.0	1.0	0.0	0.0	0.0	5.0	5.0	5.0	1.0	0.496	24.028616	70312	0.25457957	30184	0.65	0.35	0.75	0.75	0.6666667	0.5	0.0	0.6015625	0.0070857266	0.0034896836	0.07268443	0.25974023	54.0	0.5	0.0	0.0	0.0	0.0
1477	91006	928	4	"z"	4	4001	0	"R"	3	2	1	1	1	9	4		2	4			2	2	4	3	1	4	1	3	1			1	9	9	2	2	3	2	3	2	1	4	3	3	3							1	1	1	3	1	3	2	1	1								2	2	2	2	2	2	2		1	2	1	2	2	2	2		2	2	2	3	2	2	1	1	1	1	2		1	2	3	3	2	1	43	5	2	4	5	1	9		5		3	1	1	1	2		3		3	2		1	2	4	86505			1	57			"security"					2	1	1	3	3	4	1.6097560975609757	5	60907	4.0	3.0	1.0	0.0	0.0	0.0	0.0	3.0	5.0	3.0	2.0	0.496	24.028616	70312	0.25457957	30184	0.65	0.35	0.75	0.5	0.6666667	0.25	0.2	0.6015625	0.0070857266	0.0034896836	0.07268443	0.25974023	43.0	0.25	0.0	0.0	0.0	1.0
1047	91006	520	4	"z"	4	4003	0	"R"	3	2	2	2	1	2	1		4	2			4	1	1	1	1	1	1	10	2			1	2	1	2	1	2	1	2	1	4	1	1	1	3							1	1	1	4	1	2	2	2	2								2	2	2	2	2	2	2		2	2	2	2	2	4	1		2	9	4	2	1	2	2	4	2	2	1		4	1	3	1	1	2	59	5	2	1	1	1	9		6		2	1	1	3		2		1	5	1	2	2	1	4	85603	1	1	2	1	47		"THE ECONOMY IMMIGRATION THE ECONOMYIMMIGRATION"					3	1	4	5	3	1	1.146341463414634	5	60907	2.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	5.0	2.0	1.0	0.445	83.26732	129268	3.8207445	44876	0.39	0.6	0.25	0.0	0.6666667	0.125	0.0	0.40234372	0.013128108	0.05237337	0.23223613	0.5844156	59.0	0.125	1.0	0.0	0.0	0.0
1475	90806	928	4	"z"	4	4005	22380	"U"	1	2	2	1	1	9	1		1	4			3	1	4	1	1	2	1	9	1			2	9	9	2	1	3	9	1	1	2	1	2	1	2							2	2	1	1	3	1	1	3	1								2	2	2	1	1	2	1		3	2	2	2	1	2	2		2	2	3	3	2	3	1	3	1	9	1		2	2	1	2	1	3	33	6	2	1	1	1	7	1	1	"7"	7	1	1	3		9			2	1	1	3	1	4	86004			1	37	1	57	"HEALTHCARE ECONOMY HOMELAND SECURITY"					2	1	2	2	4	1	1.951219512195122	1	60908	3.0	4.0	0.0	1.0	0.0	1.0	0.0	7.0	6.0	7.0	6.0	0.445	61.959126	131824	1.074918	49510	0.56	0.43	0.5	0.75	0.8333333	0.75	1.0	0.40234372	0.013390072	0.014734583	0.2825603	0.36363637	33.0	0.75	0.0	0.0	0.0	0.0
1474	91006	928	4	"z"	4	4007	0	"R"	3	2	1	1	1	2	2		4	4			4	4	4	3	1	3	1	9	2			1	2	2	2	1	2	2	3	1	1	1	3	3	2							2	2	1	3	3	3	2	2	2								2	2	2	2	2	2	2		2	3	2	2	2	4	3		3	2	4	2	2	2	2	4	2	2	1		2	1	2	1	2	1	60	5	2	4	3	2	1	1	2		4	1	1	2	1			1	1	1	2	2	1	4	85550			1	99			"9"					3	1	4	5	3	4	1.0975609756097562	7	60908	1.0	5.0	1.0	0.0	0.0	0.0	0.0	4.0	5.0	4.0	5.0	0.436	78.44834	53272	0.25529358	37580	0.4	0.59	0.0	1.0	0.6666667	0.375	0.8	0.36718744	0.005339302	0.003499471	0.15300328	0.57142854	60.0	0.375	0.0	0.0	0.0	1.0
1476	90806	928	4	"z"	4	4012	0	"R"	3	1	1	1	1	1	2	1	1	3	2	4			1	3	2	4	2	5	1		2		1	1	2	1	1	2	3	1	2	2	1	1	1	2	1	3	2	2	3							2	1	1	2	2	1	2	1	2	2								1		2	1	2	1	2	1	1		2	2	3	2	2	1	2	1	1	2	3		2	2	3	3	1	40	2	2	1	5	1	1	2	5		4	2		3		1	3		2	2		3	1	4	85344	1	1	1	60			"war"	1			"WAr"	2	1	4	3	1	1	3.341463414634146	2	60908	4.0	4.0	1.0	1.0	0.0	1.0	0.0	4.0	2.0	4.0	2.0	0.454	70.47058	20549	1.026814	32147	0.37	0.62	0.75	0.75	0.16666667	0.375	0.2	0.4375	0.0019855325	0.014075191	0.09400215	0.6103896	40.0	0.375	0.0	0.0	0.0	1.0
1105	91006	602	4	"z"	4	4013	38060	"U"	1	1	2	9	1	2	4	1	1	1	4	2			4	1	1	1	1	10	9	1	1		1	1	2	2	2	2	3	2	2	1	1	1	2	2	1	2	1	1	1							2	1	1	1	2	2	1	1	2	4								1		1	2	1	1	3	2	9		2	2	1	2	2	2	3	2	2	1	4		1	1	1	3	3	30	5	1	1	3	1	1	1	1		2	1	1	3		1	1		3	2		1	2	4	85008	1	1	1	43	51	76	"THE PRESIDENT CANT FIX HIS COUNTRY BUT TRYING TO FIX OTHERS. GAS PRICES TOO HIGH."	97	3		"KILLERS IN THE TOWN.HURRICANE IN NEW ORLEAN TO HELP REBUILD."	2	3	4	2	3	3	5.32	11	60908	4.0	3.0	0.0	0.0	0.0	0.0	0.0	2.0	5.0	2.0	6.0	0.449	80.46596	3751410	4.744296	55054	0.42	0.57	0.75	0.5	0.6666667	0.125	1.0	0.41796875	0.38436028	0.06503308	0.34276685	0.5454545	30.0	0.125	0.0	1.0	0.0	0.0
1106	90806	602	4	"z"	4	4013	38060	"U"	1	1	1	2	1	1	1	1	4	4	4	2			4	3	1	3	2	1	2		2		2	2	2	1	2	2	3	2	1	1	1	3	2	1	1	1	3	2	3							2	2	2	2	1	1	2	1	2	1								2		2	1	2	2	4	3	1		2	3	3	2	1	1	2	1	1	1	2		1	3	3	3	3	41	5	2	1	2	2	1	1	3		8	1	1	3		2		1	3	2		1	1	4	85259	2		2	47			"SAFETY OF OUR BORDERS"	12			"THE SECURITY OF OUR BOURDERS"	2	3	4	3	3	1	2.2439024390243905	5	60907	2.0	3.0	1.0	1.0	0.0	0.0	0.0	8.0	5.0	8.0	4.0	0.449	80.46596	3751410	4.744296	55054	0.42	0.57	0.25	0.5	0.6666667	0.875	0.6	0.41796875	0.38436028	0.06503308	0.34276685	0.5454545	41.0	0.875	0.0	0.0	0.0	1.0
270	90606	623	4	"z"	4	4013	38060	"S"	2	1	2	2	1	1	2	1	2	3	1	1				3	1	2	1	8	1		1		1	1	2	2	1	2	3	1	1	1	3	1	1	3	1	3	3	1	3							1	1	1	1	1	1	1	1	1	1								1		2	9	2	2		2	1		2	3	3	1	2	1	3	1	2	2	3		2	1	2	3	1	69	3	2	1	4	2	1	1	2		10	1	1	1	1		2		3	1	1	3	1	4	85387	2		2	60	76		"war in iraq and gas prices"	98			"deal on the guy in utah the molester in the community"	4	3	4	6	2	1	2.658536585365854	2	60906	5.0	3.0	0.0	1.0	0.0	1.0	0.0		3.0	3.9173837	5.0	0.449	80.46596	3751410	4.744296	55054	0.42	0.57	1.0	0.5	0.33333334	0.36467296	0.8	0.41796875	0.38436028	0.06503308	0.34276685	0.5454545	69.0		1.0	0.0	0.0	0.0
995	90806	480	4	"z"	4	4013	38060	"U"	1	1	1	1	1	2	4	9	4	4	3	3			2	1	1	1	1	10	1		6		2	2	2	1	3	1	3	2	4	4	1	4	4	2	2	2	2	3	2							1	1	1	1	9	1	1	1	1	1								1		1	1	1	1	1	1	1		9	2	3	2	1	1	2	1	1	2	2		1	1	3	3	3	55	6	2	4	1	2	99		9		6	1	1	1	1		3		3	1	1	1	1	4	85205			2	76			"FUEL PRICES"	99				3	3	4	5	4	4	1.5609756097560976	3	60907	5.0	3.0	1.0	0.0	0.0	0.0	0.0	6.0	6.0	6.0	4.0	0.449	80.46596	3751410	4.744296	55054	0.42	0.57	1.0	0.5	0.8333333	0.625	0.6	0.41796875	0.38436028	0.06503308	0.34276685	0.5454545	55.0	0.625	0.0	0.0	0.0	1.0
996	90806	480	4	"z"	4	4013	38060	"S"	2	1	2	9	1	9	3	9	4	3	4	3			4	3	1	1	1	9	1		9		2	2	2	1	2	1	3	2	1	3	4	3	3	4	3	2	4	3	4							3	2	3	4	2	9	4	4	3	2								9		9	9	2	1	3	2	1		2	4	3	1	1	1	3	2	2	1	2		1	3	3	3	3	79	2	1	1	4	2	2	2	6		3	1	1	2	2			3	2	1	9	3	1	4	85926	2		2	20			"DRUGS"	99				4	3	4	6	1	3	5.32	3	60907	2.0	4.0	0.0	0.0	0.0	1.0	0.0	3.0	2.0	3.0	1.0	0.449	80.46596	3751410	4.744296	55054	0.42	0.57	0.25	0.75	0.16666667	0.25	0.0	0.41796875	0.38436028	0.06503308	0.34276685	0.5454545	79.0	0.25	1.0	1.0	0.0	0.0
994	90806	480	4	"z"	4	4013	38060	"U"	1	1	2	2	1	1	1	1	1	2	2	4			2	1	1	2	1	10	2		1		2	1	1	1	2	1	2	1	4	1	1	1	1	1	3	2	3	3	2							2	2	2	2	2	2	2	2	2	2								2		3	2	2	2	4	1	1		1	3	2	1	1	2	4	2	2	1	4		1	2	1	1	2	53	6	1	1	1	2	9		6	"NONE"	9	1	1	2	1			1	5	1	2	1	1	4	85048			1	60			"IRAQ NOT SPENDING OUR MONEY"	1			"IRAQ"	3	3	4	4	4	3	2.6097560975609757	6	60907	1.0	1.0	0.0	0.0	0.0	0.0	0.0	9.0	6.0	9.0	1.0	0.449	80.46596	3751410	4.744296	55054	0.42	0.57	0.0	0.0	0.8333333	1.0	0.0	0.41796875	0.38436028	0.06503308	0.34276685	0.5454545	53.0	1.0	1.0	1.0	0.0	0.0
997	90906	480	4	"z"	4	4013	38060	"S"	2	2	1	1	1	1	1		3	3			2	3	2	3	1	1	1	10	1			1	1	1	9	2	3	2	3	1	1	4	4	2	1							2	2	1	1	4	4	1	1	1								1	1	1	1	1	1	1		1	2	1	2	1	2	2		1	2	2	3	2	3	1	2	1	1	2		2	1	3	2	2	1	50	5	2	4	1	1	1	2	4		10	1	1	1	9		1		2	1	1	1	1	4	85226	2		2	47			"IMMIGRATION"					3	3	4	4	3	4	2.4146341463414633	5	60907	4.0	4.0	1.0	0.0	0.0	0.0	0.0		5.0	5.693368	3.0	0.449	80.46596	3751410	4.744296	55054	0.42	0.57	0.75	0.75	0.6666667	0.586671	0.4	0.41796875	0.38436028	0.06503308	0.34276685	0.5454545	50.0		0.0	0.0	0.0	1.0
998	90906	480	4	"z"	4	4013	38060	"U"	1	2	1	2	1	1	1		2	3			3	3	2	1	1	1	1	10	1			1	9	2	2	2	3	1	2	1	3	2	1	1	2							2	2	1	2	3	3	2	2	2								2	2	2	4	9	2	2		1	3	2	1	2	4	1		2	1	2	3	2	1	2	3	1	2	1		3	1	3	3	1	3	59	6	2	1	1	2	1	2	2		7	1	1	1	2		2		3	1	2	1	1	4	85205	2		1	47			"SECURITY OF OUR BORDERS"					3	3	4	5	4	1	1.1951219512195121	11	60907	4.0	3.0	1.0	1.0	0.0	0.0	0.0	7.0	6.0	7.0	5.0	0.449	80.46596	3751410	4.744296	55054	0.42	0.57	0.75	0.5	0.8333333	0.75	0.8	0.41796875	0.38436028	0.06503308	0.34276685	0.5454545	59.0	0.75	0.0	0.0	0.0	1.0
1049	90806	520	4	"z"	4	4019	46060	"S"	2	1	2	1	1	1	2	1	3	2	3	4			4	1	1	1	1	10	1		3		1	1	3	1	3	2	3	2	1	4	1	2	2	3	1	3	1	2	3							1	1	1	1	1	1	2	1	4	1								1		9	1	2	1	1	1	1		2	2	3	2	3	1	2	1	1	2	2		1	1	2	2	1	50	5	2	1	1	2	4	2	2		7	1	1	1	1		3		2	1	1	2	1	4	85741	1	1	1	57			"security"	12			"immigration"	3	1	2	4	3	1	1.3170731707317074	7	60907	5.0	4.0	0.0	1.0	0.0	0.0	0.0	7.0	5.0	7.0	5.0	0.452	75.58618	964462	3.455709	45521	0.53	0.47	1.0	0.75	0.6666667	0.75	0.8	0.42968747	0.098726876	0.047369596	0.23924069	0.41558442	50.0	0.75	0.0	0.0	0.0	0.0
1048	90906	520	4	"z"	4	4019	46060	"S"	2	1	1	1	1	1	2	1	2	3	1	3			1	3	1	2	1	9	1		4		1	1	1	1	3	2	2	2	1	4	3	1	2	2	1	2	3	3	3							1	1	1	1	9	2	1	9	1	1								1		1	1	1	1	2	1	2		1	2	3	1	1	2	2	1	1	2	2		2	1	2	2	1	65	5	2	1	1	2	1	1	3		5	1	1	1	2		2		2	1	1	3	1	4	85704	2		1	62			"TERRORISM"	12	22	1	"BORDER CONTROL, DEVELOPMENTS IS ISREAL, IRAQ"	4	1	2	6	3	1	1.048780487804878	7	60907	4.0	4.0	1.0	1.0	0.0	1.0	0.0	5.0	5.0	5.0	4.0	0.452	75.58618	964462	3.455709	45521	0.53	0.47	0.75	0.75	0.6666667	0.5	0.6	0.42968747	0.098726876	0.047369596	0.23924069	0.41558442	65.0	0.5	1.0	0.0	0.0	1.0
1046	90806	520	4	"z"	4	4019	46060	"S"	2	2	2	2	1	9	2		2	2			2	2	2	3	2	4	1	8	2			1	2	1	1	1	3	1	3	1	3	2	2	2	2							2	2	2	1	2	1	2	2	1								2	2	2	2	1	2	2		2	3	2	2	2	3	2		2	2	3	3	2	1	2	3	1	1	1		2	1	3	2	1	3	18	3	1	1	5	2	9		5		10	2		2	2			1	3	2		3	1	4	85750	1	1	1	60			"THE WAR"					1	1	2	1	2	3	5.32	6	60907	2.0	3.0	0.0	0.0	0.0	1.0	0.0		3.0	3.9173837	2.0	0.452	75.58618	964462	3.455709	45521	0.53	0.47	0.25	0.5	0.33333334	0.36467296	0.2	0.42968747	0.098726876	0.047369596	0.23924069	0.41558442	18.0		0.0	1.0	0.0	0.0
1050	90806	520	4	"z"	4	4019	46060	"S"	2	2	2	2	1	2	1		1	3			2	3	3	3	1	3	2	4	2			1	2	2	1	1	2	1	2	1	3	1	1	1	2							1	1	1	1	2	1	2	2	2								2	2	2	2	2	2	2		2	1	2	2	9	4	1		2	1	3	3	1	1	2	4	1	2	1		3	2	3	1	1	2	53	6	2	1	1	2	2	2	4		10	1	1	2	1			1	4	1	2	3	1	4	85743	9		2	60			"WAR IN IRAQ"					3	1	2	4	4	1	1.4390243902439024	2	60907	1.0	2.0	0.0	1.0	0.0	1.0	0.0		6.0	5.824124	3.0	0.452	75.58618	964462	3.455709	45521	0.53	0.47	0.0	0.25	0.8333333	0.6030155	0.4	0.42968747	0.098726876	0.047369596	0.23924069	0.41558442	53.0		1.0	0.0	0.0	0.0
999	90806	480	4	"z"	4	4021	38060	"S"	2	2	1	2	1	1	1		4	4			3	3	4	3	2	4	1	4	2			1	2	9	2	2	2	2	3	2	4	4	4	3	3							3	2	3	2	4	4	2	1	2								1	1	1	1	2	9	1		2	2	1	2	2	9	3		2	1	3	3	2	2	1	2	2	2	1		2	1	2	1	3	3	18	3	2	2	5	2	3		1		8	2		2	2			3	4	2		2	1	4	85212			2	47			"IMMIGRATION"					1	1	3	1	2	2	1.5609756097560976	5	60907	2.0	2.0	1.0	0.0	1.0	0.0	0.0	8.0	3.0	8.0	6.0	0.4	73.6891	329297	4.2016783	51310	0.42	0.57	0.25	0.25	0.33333334	0.875	1.0	0.22656251	0.033629015	0.057595067	0.30210787	0.5454545	18.0	0.875	0.0	0.0	0.0	1.0
720	90706	928	4	"z"	4	4025	39140	"S"	2	2	2	2	1	9	2		3	4			3	1	9	3	1	2	9	5	3	9		3	1	9	2	1	2	1	9	1	3	1	3	4	2							3	1	4	2	2	4	2	2	2								2	2	2	2	2	2	9		1	3	1	1	1	3	1		2	1	3	3	1	2	2	3	2	2	1		9	1	1	1	1	2	74	2	2	1	2	2	1	2	6		3	1	1	3		2		1	2	8		3	1	4	86314	1	1	2	18	62		"CRIME TERRORISM"					4	1	5	6	1	1	1.7317073170731707	1	60907	2.0	4.0	0.0	1.0	0.0	1.0	0.0	3.0	2.0	3.0	1.0	0.45	90.7646	209260	0.53856444	43290	0.38	0.61	0.25	0.75	0.16666667	0.25	0.0	0.42187494	0.021326462	0.0073824446	0.21501255	0.5974026	74.0	0.25	1.0	0.0	0.0	0.0
466	90706	479	5	"c"	3	5007	22220	"S"	2	1	2	2	1	2	2	1	1	1	1	4			2	1	1	1	1	1	2		1		2	2	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	2	1							2	2	2	2	2	2	2	2	2	2								2		2	2	1	2	4	1	1		9	4	2	1	1	2	4	1	2	2	3		9	3	3	3	9	74	2	2	1	1	2	1	9	2		4	1	1	2	2			1	2	1	2	3	1	4	72732	2		2	43			"THOSE NUTS WHO ARE TRYING TO RUN THE COUNTRY"	1			"THE WAR"	4	2	5	6	1	1	3.707317073170732	6	60907	2.0	4.0	0.0	1.0	0.0	1.0	0.0	4.0	2.0	4.0	5.0	0.438	84.95315	209911	1.0818871	50434	0.3	0.68	0.25	0.75	0.16666667	0.375	0.8	0.37499997	0.021393184	0.014830112	0.29259473	0.6883117	74.0	0.375	1.0	0.0	0.0	0.0
1000	91006	501	5	"c"	3	5051	26300	"S"	2	2	2	1	1	1	2		2	2			1	2	3	3	1	3	1	8	1			2	1	1	2	2	3	2	9	1	3	3	2	3	1							4	1	1	1	2	3	1	4	1								4	2	4	4	9	4	9		4	9	1	1	1	2	2		2	2	3	2	2	3	1	3	1	2	2		2	2	3	3	3	3	31	7	2	1	1	2	1	1	2		6	1	1	3		1	3		2	1	1	1	1	4	71909			1	57			"HOMELAND SECURITY"					2	2	4	2	4	1	2.5609756097560976	9	60908	4.0	4.0	0.0	1.0	0.0	0.0	0.0	6.0	7.0	6.0	5.0	0.471	86.051	95290	8.121524	36844	0.45	0.54	0.75	0.75	1.0	0.625	0.8	0.5039062	0.0096457135	0.11132688	0.14501049	0.5064935	31.0	0.625	0.0	0.0	0.0	0.0
1416	91006	870	5	"c"	3	5057	0	"R"	3	2	2	2	1	2	4		2	4			1	1	1	3	1	1	1	10	9	2		3	1	9	3	2	9	9	9	2	4	1	1	1	1							1	1	1	1	1	3	2	9	2								9	2	2	2	9	2	9		2	9	2	9	1	9	2		2	1	4	2	1	3	2	3	1	2	2		2	1	9	9	9	9	67	5	2	1	2	2	1	1	6		10	1	1	2	2			1	3	2		3	1	4	71802			2	47			"border"					4	1	2	6	3	1	1.1951219512195121	2	60908	2.0	3.0	0.0	1.0	0.0	1.0	0.0		5.0	5.188544	1.0	0.438	64.707436	22747	30.210577	35708	0.51	0.48	0.25	0.5	0.6666667	0.523568	0.0	0.37499997	0.002210805	0.41411555	0.13267379	0.4285714	67.0		1.0	0.0	0.0	0.0
1417	91006	870	5	"c"	3	5063	0	"R"	3	1	1	2	1	2	2	1	1	1	4	4			4	1	1	4	1	1	2		1		2	9	2	9	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1							2	2	2	2	9	2	9	2	2	9								2		3	9	2	2	9	2	1		9	4	2	2	2	2	9	1	2	9	3		9	9	3	3	3	49	1	2	1	2	9	99		9		1	1	1	3		2		1	2	2		3	1	4	72501			1	43			"GEORGE BUSH"	6			"GAS PRICES"	2	1	4	4	1	1	2.6097560975609757	9	60908	2.0	4.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	4.0	0.446	94.73524	35994	2.1975884	34625	0.42	0.57	0.25	0.75	0.0	0.0	0.6	0.40625003	0.0035684856	0.030123739	0.120912656	0.5454545	49.0	0.0	0.0	0.0	0.0	1.0
1418	90906	870	5	"c"	3	5069	38220	"U"	1	2	2	2	1	9	2		2	3			1	4	3	3	1	4	1	7	9	1		1	1	2	2	2	2	2	1	2	2	2	2	2	2							2	2	2	4	3	4	4	4	4								4	9	4	4	4	4	9		9	1	2	2	2	4	2		2	2	3	2	2	1	9	2	2	2	2		2	1	3	3	3	3	34	5	2	2	2	2	1	1	4		10	1	1	2	9			3	3	9		1	2	4	99999	2		2	60			"WAR"					2	2	1	2	3	2	2.1463414634146343	3	60908	2.0	3.0	0.0	0.0	1.0	0.0	0.0		5.0	4.3561006	3.0	0.458	42.955116	78447	53.432255	35998	0.65	0.34	0.25	0.5	0.6666667	0.41951257	0.4	0.45312503	0.00791948	0.7324298	0.13582312	0.24675325	34.0		0.0	0.0	0.0	0.0
1415	90906	870	5	"c"	3	5077	0	"R"	3	2	2	2	1	2	1		3	4			4	1	4	2	1	2	1	8	2			2	2	1	1	1	2	2	2	1	1	1	4	1	2							1	1	1	1	1	3	2	1	1								2	2	2	2	2	2	1		2	4	2	2	2	3	3		1	2	3	1	2	1	1	4	2	1	1		1	1	3	3	3	3	22	3	2	2	5	1	1	2	2		1	1	1	3		2		3	5	1	2	3	2	4	72360			2	4	60		"LIVING EXPENSES THE WAR"					1	1	1	1	2	2	2.2195121951219514	6	60908	2.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	3.0	1.0	5.0	0.48	41.98338	10709	55.177887	30494	0.62	0.37	0.25	0.0	0.33333334	0.0	0.8	0.53906244	9.770341E-4	0.75635827	0.07605095	0.28571427	22.0	0.0	0.0	0.0	0.0	0.0
145	90606	870	5	"c"	3	5089	0	"R"	3	1	1	1	1	1	4	1	1	9	2	4				1	1	1	1	10	1		4		1	2	1	1	1	1	3	2	1	3	1	1	1	2	2	3	2	1	2							3	3	3	3	3	3	3	3	3	2								3		2	1	1	1		1	1		2	2	3	2	1	1	1	1	1	2	2		1	1	2	3	1	39	3	2	1	1	1	1	1	1		4	1	1	1	1		3		1	1	1	3	1	4	72634			2	31	4		"moralitycost of living"	98	22		"utah plagermist Jeff CookIsreal"	2	1	4	3	2	1	3.3902439024390243	1	60906	5.0	5.0	1.0	1.0	0.0	1.0	0.0	4.0	3.0	4.0	6.0	0.446	96.72805	16779	0.0	34109	0.38	0.6	1.0	1.0	0.33333334	0.375	1.0	0.40625003	0.0015991465	0.0	0.115309015	0.5844156	39.0	0.375	0.0	0.0	0.0	1.0
